"ADDRESSID","PATID","ADDRESS_STREET","ADDRESS_DETAIL","ADDRESS_CITY","ADDRESS_STATE","ADDRESS_ZIP5","ADDRESS_TYPE","ADDRESS_PREFERRED","ADDRESS_PERIOD_END","ADDRESS_PERIOD_START","ADDRESS_USE","ADDRESS_ZIP9","RAW_ADDRESS_TEXT"
"9577","25513","7674 Grant Points Apt. 914","","Jameshaven","MD","08111","PH","UN","","","HO","",""
"9577","25513","766 Ward Drive","","Daviston","MD","61328","PH","UN","","","HO","",""
"9578","56144","1845 Keith Walks Apt. 423","","East Eduardoland","MD","44637","PH","UN","","","HO","",""
"9579","51078","740 Melanie Camp Suite 931","","Lake Yolanda","MD","69159","PH","UN","","","HO","",""
"9579","51078","4489 Harvey Villages","","Port David","MD","74912","PH","UN","","","HO","",""
"9579","51078","578 Daniel Underpass Apt. 418","","Michaelfurt","MD","07965","PH","UN","","","HO","",""
"9580","64819","63475 Stephen Lodge Suite 373","","Jamiechester","MD","01147","PH","UN","","","HO","",""
"9581","51494","2596 Victoria Drives Suite 448","","Port Cynthiafurt","MD","19967","PH","UN","","","HO","",""
"9581","51494","404 Christine Ports Suite 889","","Barrburgh","MD","18799","PH","UN","","","HO","",""
"9581","51494","94930 Lisa Mountain","","Krystalview","MD","92092","PH","UN","","","HO","",""
"9582","52578","3968 Nichols Court","","Terrifort","MD","01455","PH","UN","","","HO","",""
"9582","52578","3226 Miller Trail Suite 209","","Lake Leah","MD","68489","PH","UN","","","HO","",""
"9583","52711","00210 Abigail Plains","","Jamesmouth","MD","41209","PH","UN","","","HO","",""
"9583","52711","33794 Freeman Lodge Suite 432","","Chanborough","MD","56700","PH","UN","","","HO","",""
"9584","59078","96013 Julia Light Suite 872","","Francesburgh","MD","15633","PH","UN","","","HO","",""
"9585","54450","976 Lopez Overpass Apt. 485","","Glennchester","MD","37625","PH","UN","","","HO","",""
"9585","54450","2086 Hooper Spurs","","West Natashatown","MD","58080","PH","UN","","","HO","",""
"9586","63772","757 Ortega Shoals","","Molinaland","MD","99518","PH","UN","","","HO","",""
"9587","54241","487 Vasquez Union","","East Brian","MD","41956","PH","UN","","","HO","",""
"9587","54241","525 Mcmahon Passage Suite 527","","Jonathanchester","MD","95038","PH","UN","","","HO","",""
"9587","54241","5345 Antonio Route Suite 814","","Hutchinsonland","MD","47116","PH","UN","","","HO","",""
"9588","57722","27901 Juan Ramp","","East Matthewborough","MD","54272","PH","UN","","","HO","",""
"9589","54177","77820 Williams Rue","","New Deborah","MD","24486","PH","UN","","","HO","",""
"9589","54177","256 Moore Row","","East Jessefort","MD","17963","PH","UN","","","HO","",""
"9590","62663","7029 Jason Grove Suite 678","","Weekshaven","MD","31184","PH","UN","","","HO","",""
"9591","61946","4117 Michael Shoal Apt. 378","","Kathrynbury","MD","65181","PH","UN","","","HO","",""
"9592","54435","6376 Lopez Extensions","","East Amberbury","MD","52207","PH","UN","","","HO","",""
"9592","54435","1395 Tasha Manors","","South Mariamouth","MD","82780","PH","UN","","","HO","",""
"9592","54435","37384 Teresa Mountain Suite 299","","South Danielside","MD","56112","PH","UN","","","HO","",""
"9593","53863","4014 Lawson Shore","","Port Matthew","MD","62217","PH","UN","","","HO","",""
"9593","53863","490 Shawn Field","","Odommouth","MD","44399","PH","UN","","","HO","",""
"9594","53898","0385 Gregory Branch","","Curtisbury","MD","92648","PH","UN","","","HO","",""
"9594","53898","1065 Griffin Run Apt. 844","","North Timothystad","MD","14998","PH","UN","","","HO","",""
"9595","54436","5722 Holland Union Suite 943","","West Scottberg","MD","15530","PH","UN","","","HO","",""
"9595","54436","8315 Jesse Station Apt. 613","","Mayerton","MD","38212","PH","UN","","","HO","",""
"9596","53447","454 Amanda Rapids","","East Jennifermouth","MD","97119","PH","UN","","","HO","",""
"9596","53447","3723 Chavez Turnpike Suite 442","","Tracytown","MD","21778","PH","UN","","","HO","",""
"9596","53447","43028 Sean Ford Apt. 378","","Garciahaven","MD","61567","PH","UN","","","HO","",""
"9597","54133","6134 Carla Court","","North Tiffany","MD","17457","PH","UN","","","HO","",""
"9597","54133","0784 Wilson Fall","","Lake Melissa","MD","08862","PH","UN","","","HO","",""
"9598","53858","96330 Crystal Vista Apt. 516","","North Elizabethshire","MD","20705","PH","UN","","","HO","",""
"9598","53858","97308 Holmes Port","","Christianport","MD","26509","PH","UN","","","HO","",""
"9599","54530","4517 Justin Crescent Suite 450","","Jeffreyhaven","MD","80127","PH","UN","","","HO","",""
"9599","54530","0663 Ian Locks","","Hobbsview","MD","80481","PH","UN","","","HO","",""
"9600","58437","00627 Kayla Harbors","","Lake Bill","MD","57552","PH","UN","","","HO","",""
"9601","58339","99337 Olson Fords Apt. 803","","Davidton","MD","41675","PH","UN","","","HO","",""
"9602","52463","15326 Russell Lake","","West Kurt","MD","51834","PH","UN","","","HO","",""
"9602","52463","535 Danielle Shore","","Lake Emmaside","MD","59974","PH","UN","","","HO","",""
"9602","52463","84453 Meza Hollow Apt. 865","","Francisshire","MD","25619","PH","UN","","","HO","",""
"9603","52472","75701 Jones Tunnel Apt. 283","","Lake Angelica","MD","30510","PH","UN","","","HO","",""
"9603","52472","1449 Gardner Parks Suite 978","","East Antonio","MD","47082","PH","UN","","","HO","",""
"9604","56606","8504 Sampson Drives","","East Cory","MD","42635","PH","UN","","","HO","",""
"9604","56606","3095 Love Tunnel","","Jofurt","MD","90090","PH","UN","","","HO","",""
"9604","56606","00223 Johnson Parkways Apt. 649","","Williammouth","MD","80376","PH","UN","","","HO","",""
"9605","53873","1332 Ruiz Plaza","","Lisamouth","MD","44787","PH","UN","","","HO","",""
"9605","53873","49894 Leon Grove Suite 802","","Davidton","MD","16117","PH","UN","","","HO","",""
"9606","54445","36620 Mccall Spring Apt. 635","","New Nicholas","MD","95587","PH","UN","","","HO","",""
"9606","54445","57897 Wade Plain Suite 850","","Haynesshire","MD","35120","PH","UN","","","HO","",""
"19109","54094","138 Martinez Well","","West Susanberg","MD","20757","PH","UN","","","HO","",""
"9607","65783","4140 Wood Throughway Suite 507","","East Darrellstad","MD","95490","PH","UN","","","HO","",""
"9608","33180","90666 Marissa Isle","","Port Nicholasstad","MD","53802","PH","UN","","","HO","",""
"9608","33180","650 Zuniga Place","","Tammyview","MD","29371","PH","UN","","","HO","",""
"9609","54505","728 Rodgers Land","","Melaniestad","MD","00673","PH","UN","","","HO","",""
"9609","54505","82728 May Greens","","East Brandonfort","MD","90668","PH","UN","","","HO","",""
"9610","53264","465 Price Club","","North Sherylside","MD","18305","PH","UN","","","HO","",""
"9610","53264","465 Craig Road","","West Douglas","MD","38749","PH","UN","","","HO","",""
"9611","60372","119 Tanner Bridge","","North Crystalview","MD","10203","PH","UN","","","HO","",""
"9611","60372","438 Jeffrey Well Apt. 571","","South Lauraport","MD","83453","PH","UN","","","HO","",""
"9611","60372","6321 Melissa Manors Apt. 002","","South Julieport","MD","83911","PH","UN","","","HO","",""
"9611","60372","8684 Wolf Canyon","","Antoniomouth","MD","71765","PH","UN","","","HO","",""
"9611","60372","98922 Devin Estates Suite 972","","Angelafort","MD","98945","PH","UN","","","HO","",""
"9612","54189","723 Matthew Hills Suite 742","","New James","MD","42617","PH","UN","","","HO","",""
"9612","54189","4794 Ball Gardens","","New Anthonystad","MD","46740","PH","UN","","","HO","",""
"9613","53870","04264 Lopez Meadows Apt. 131","","Thomasshire","MD","38005","PH","UN","","","HO","",""
"9613","53870","45292 Renee Burgs","","New Shannonton","MD","73680","PH","UN","","","HO","",""
"9614","53064","0049 Emily Plaza","","Kelliechester","MD","23873","PH","UN","","","HO","",""
"9614","53064","921 Johnson Burgs","","Devonchester","MD","79400","PH","UN","","","HO","",""
"9615","54403","616 Carla Junction Suite 414","","East Samanthaside","MD","77172","PH","UN","","","HO","",""
"9615","54403","408 Jesse Courts Suite 779","","Jimeneztown","MD","21521","PH","UN","","","HO","",""
"9616","32791","404 Fred Island Apt. 014","","East Elijahburgh","MD","24161","PH","UN","","","HO","",""
"9616","32791","853 David Fort Suite 329","","Aguilarchester","MD","62535","PH","UN","","","HO","",""
"9617","54405","1518 Thomas Forks","","Tracyburgh","MD","78764","PH","UN","","","HO","",""
"9617","54405","988 Guerrero Rapid Apt. 406","","East Dianechester","MD","87034","PH","UN","","","HO","",""
"9618","52490","77768 Julie Underpass","","Traceyshire","MD","78964","PH","UN","","","HO","",""
"9618","52490","9316 Bowen Brooks","","Robertbury","MD","84968","PH","UN","","","HO","",""
"9619","63235","735 Devin Wells","","South Troy","MD","13812","PH","UN","","","HO","",""
"9620","50704","060 Heather Burgs Suite 548","","West Robert","MD","91418","PH","UN","","","HO","",""
"9620","50704","035 Jay Track","","South Cathy","MD","88972","PH","UN","","","HO","",""
"9620","50704","0579 Wright Club Apt. 157","","West Dana","MD","54620","PH","UN","","","HO","",""
"9620","53019","46568 Lopez Forks Suite 583","","East Samanthafort","MD","33044","PH","UN","","","HO","",""
"9620","53019","0614 Young Common","","Lake Peterton","MD","03949","PH","UN","","","HO","",""
"9621","52547","198 Heather Ways","","North Bernard","MD","64803","PH","UN","","","HO","",""
"9621","52547","49325 Campos Ramp","","Harveyview","MD","20844","PH","UN","","","HO","",""
"9622","54419","31447 Duran Valleys Apt. 934","","Christieburgh","MD","11664","PH","UN","","","HO","",""
"9622","54419","009 Kyle Estate Apt. 654","","New Ryanburgh","MD","08594","PH","UN","","","HO","",""
"9623","54011","67601 Medina Parkway Apt. 903","","South Rachelton","MD","93841","PH","UN","","","HO","",""
"9623","54011","762 Jennings Lock Suite 971","","Theresaport","MD","21432","PH","UN","","","HO","",""
"9624","53406","61617 Robert River Suite 455","","North Emily","MD","78421","PH","UN","","","HO","",""
"9624","53406","87332 Michael Place","","Annemouth","MD","82104","PH","UN","","","HO","",""
"9624","53406","94487 Moore Shoals","","West Michael","MD","46120","PH","UN","","","HO","",""
"9624","53406","6573 Oliver Ports","","Kathleenshire","MD","23197","PH","UN","","","HO","",""
"9625","53839","49599 Paul View","","Port Johnathanfurt","MD","40151","PH","UN","","","HO","",""
"9625","53839","88515 Seth Locks Apt. 473","","Aaronport","MD","86820","PH","UN","","","HO","",""
"9626","27147","23976 Briana Square Suite 895","","Laurenshire","MD","98819","PH","UN","","","HO","",""
"9626","53539","01742 Kline Estates","","Stephaniehaven","MD","09541","PH","UN","","","HO","",""
"9626","53539","766 Morgan Meadow","","Normanborough","MD","54161","PH","UN","","","HO","",""
"9627","59070","621 Benjamin Valleys","","Torresmouth","MD","09851","PH","UN","","","HO","",""
"9628","58402","058 Galvan Rapids","","East Heather","MD","50365","PH","UN","","","HO","",""
"9629","63540","707 Angela Junctions","","Port Sierramouth","MD","93174","PH","UN","","","HO","",""
"9630","52650","91987 Jacqueline Path Suite 120","","Ericksonstad","MD","13162","PH","UN","","","HO","",""
"9630","52650","87994 Vanessa Tunnel Suite 566","","West Kathrynfurt","MD","46554","PH","UN","","","HO","",""
"9630","52650","864 Hayes Flat","","East Crystalstad","MD","48534","PH","UN","","","HO","",""
"9631","54453","1240 Medina Corner Apt. 098","","New Dennis","MD","22871","PH","UN","","","HO","",""
"9631","54453","4704 Michael Square Apt. 076","","Schmittfort","MD","44119","PH","UN","","","HO","",""
"9632","53822","307 Taylor Parkway Apt. 442","","New Zacharyton","MD","77361","PH","UN","","","HO","",""
"9632","53822","007 Barbara Islands","","Port Andreaville","MD","62608","PH","UN","","","HO","",""
"9633","54508","72672 Hurley Crossing Suite 838","","Frostland","MD","68276","PH","UN","","","HO","",""
"9633","54508","049 Page Wall","","Robinfort","MD","96124","PH","UN","","","HO","",""
"9634","37116","64778 Johnson Square Apt. 655","","Port Danielside","MD","56321","PH","UN","","","HO","",""
"9635","71229","7110 Serrano Villages","","New Richard","MD","63075","PH","UN","","","HO","212231333.0",""
"9636","65827","955 Navarro Square Suite 179","","Taylorshire","MD","74891","PH","UN","","","HO","",""
"9637","41908","116 Rodriguez Plain Apt. 494","","Emilyport","MD","61812","PH","UN","","","HO","",""
"9638","66065","632 Kayla Flats Suite 046","","Meredithmouth","MD","60813","PH","UN","","","HO","",""
"9638","66065","91947 Gomez Common Apt. 262","","Duncanchester","MD","19762","PH","UN","","","HO","",""
"9638","66065","0022 Hannah Knolls Apt. 329","","Williamton","MD","48048","PH","UN","","","HO","",""
"9639","66061","281 Gross Light Apt. 901","","Andrewborough","MD","59224","PH","UN","","","HO","212212600.0",""
"9639","66061","040 Rachael Ridges","","Robertsonhaven","MD","94651","PH","UN","","","HO","212212600.0",""
"9639","66061","644 Pena Pines","","North Jeremy","MD","39044","PH","UN","","","HO","212212600.0",""
"9640","60070","77291 Steven Village","","Port Lindsayburgh","MD","46834","PH","UN","","","HO","",""
"9641","59960","00456 Weaver Parks Apt. 578","","New William","MD","72067","PH","UN","","","HO","",""
"9642","60204","8757 Hurst Rapids","","Johnberg","MD","90365","PH","UN","","","HO","",""
"19110","51026","7007 Ashley Vista","","North Mary","MD","53429","PH","UN","","","HO","",""
"19110","51026","6975 Angie Drive Apt. 063","","Caldwellport","MD","43992","PH","UN","","","HO","",""
"19110","51026","47627 Garza Pike","","Deanstad","MD","55428","PH","UN","","","HO","",""
"19110","51026","72674 Diana Ports Apt. 818","","Harpermouth","MD","17596","PH","UN","","","HO","",""
"9643","59902","1994 Hill Locks Suite 575","","Ryanfurt","MD","10647","PH","UN","","","HO","",""
"19111","51571","35743 Moody Tunnel Suite 329","","East Gerald","MD","75585","PH","UN","","","HO","",""
"9644","28333","52419 Stacy Plains","","Hansenhaven","MD","70542","PH","UN","","","HO","",""
"9645","66520","8055 Victoria Passage Apt. 932","","Medinaberg","MD","21122","PH","UN","","","HO","207452149.0",""
"9645","66520","45922 Cooper Station","","West Emilyfurt","MD","04533","PH","UN","","","HO","207452149.0",""
"19112","54724","42513 Jones Meadows","","West Christopher","MD","87561","PH","UN","","","HO","",""
"9646","59129","380 Isaac Hills","","Whitemouth","MD","89525","PH","UN","","","HO","",""
"9646","59129","4772 Bowman Crescent Suite 562","","Kimberlyborough","MD","68192","PH","UN","","","HO","",""
"9647","61672","54287 Austin Avenue","","Fullerfurt","MD","76383","PH","UN","","","HO","",""
"19113","45752","318 Michael Gateway Apt. 678","","Wadetown","MD","74279","PH","UN","","","HO","",""
"19113","45752","2640 Cameron Valley","","Lauraborough","MD","46597","PH","UN","","","HO","",""
"9648","735","461 Debra Causeway Apt. 986","","New Andrewside","MD","53128","PH","UN","","","HO","",""
"9648","735","514 Angel Lake Apt. 726","","New Paul","MD","88863","PH","UN","","","HO","",""
"9648","735","080 Lisa Divide","","Thomasside","MD","53679","PH","UN","","","HO","",""
"9648","735","8371 Sheila Isle Suite 254","","Karaburgh","MD","42735","PH","UN","","","HO","",""
"9649","70918","37889 Cassandra Walks Suite 825","","Vincentmouth","MD","02591","PH","UN","","","HO","",""
"9650","59454","68505 Walters Course","","Sherriport","MD","43263","PH","UN","","","HO","",""
"9651","57823","34423 Mcdaniel Divide","","Gutierrezfurt","MD","61931","PH","UN","","","HO","",""
"9651","57823","7193 Alex Knolls","","North Anitatown","MD","96500","PH","UN","","","HO","",""
"9651","57823","09456 Hobbs Viaduct","","Stanleychester","MD","60563","PH","UN","","","HO","",""
"9652","55640","72181 Moore Drives Apt. 864","","Denniston","MD","22686","PH","UN","","","HO","",""
"9652","55640","73650 Hamilton Crescent","","Deborahmouth","MD","38964","PH","UN","","","HO","",""
"9652","55640","183 Michelle Dam","","Port Scottchester","MD","50180","PH","UN","","","HO","",""
"9653","63427","813 Davis Pass","","East Bradley","MD","75501","PH","UN","","","HO","",""
"9654","58345","0443 Schmidt Fork","","Richardsonview","MD","33486","PH","UN","","","HO","",""
"9655","165","862 Manning Bridge","","Port David","MD","29183","PH","UN","","","HO","",""
"9655","165","31801 Patrick Station Apt. 765","","Lake Kristina","MD","49806","PH","UN","","","HO","",""
"9655","165","46574 Soto View","","Arnoldton","MD","10408","PH","UN","","","HO","",""
"9655","165","959 Taylor Tunnel","","South Jennifermouth","MD","04716","PH","UN","","","HO","",""
"9655","63023","4825 Donna Forks","","Lake Karen","MD","13490","PH","UN","","","HO","",""
